Rank,Card
948,6345
949,924
950,9696
951,6253
952,1470
953,5008
954,5517
955,8952
956,5322
957,4386
958,4677
959,2528
960,4424
961,7658
962,4042
963,4232
964,6564
965,9570
966,2525
967,5886
968,6781
969,4008
970,6134
971,7329
972,2270
973,9539
974,8359
975,7339
976,3324
977,8197
978,810
979,6307
980,3879
981,2019
982,2867
983,3129
984,3811
985,7317
986,8285
987,8914
988,5112
989,5208
990,3655
991,8467
992,1026
993,4825
994,806
995,4279
996,7203
997,1028
998,6736
999,5308
1000,645
1001,1704
1002,2818
1003,535
1004,1805
1005,1744
1006,6554
1007,1854
1008,3261
1009,1829
1010,4335
1011,2601
1012,6976
1013,1546
1014,4922
1015,1191
1016,2961
1017,5385
1018,5242
1019,907
1020,5458
1021,5501
1022,8216
1023,1975
1024,2570
1025,104
1026,9235
1027,3213
1028,5032
1029,2821
1030,7333
1031,222
1032,5850
1033,9204
1034,2368
1035,3286
1036,5709
1037,6039
1038,8617
1039,7599
1040,586
1041,7509
1042,9016
1043,7764
1044,9552
1045,9035
1046,1289
1047,5267
1048,2896
1049,4730
1050,2979
1051,6680
1052,9436
1053,9765
1054,5521
1055,8907
1056,3581
1057,7532
1058,7587
1059,9170
1060,7831
1061,3736
1062,171
1063,2524
1064,3509
1065,8634
1066,331
1067,9500
1068,8244
1069,1044
1070,4246
1071,4005
1072,7259
1073,3100
1074,2740
1075,494
1076,3380
1077,6235
1078,8135
1079,2688
1080,7269
1081,5173
1082,7894
1083,9206
1084,5274
1085,1100
1086,1440
1087,2028
1088,7157
1089,4490
1090,6179
1091,5276
1092,8327
1093,878
1094,3970
1095,1508
1096,8475
1097,4185
1098,5705
1099,4853
1100,8847
1101,9928
1102,9073
1103,1973
1104,1407
1105,2358
1106,7727
1107,2603
1108,3688
1109,4692
1110,8869
1111,9376
1112,5791
1113,3007
1114,2149
1115,6558
1116,3247
1117,2609
1118,6515
1119,862
1120,7656
1121,3750
1122,812
1123,1121
1124,6340
1125,1077
1126,8857
1127,3115
1128,4940
1129,1066
1130,7556
1131,7634
1132,2909
1133,3074
1134,4222
1135,7553
1136,8412
1137,5269
1138,9915
1139,304
1140,3296
1141,9342
1142,7360
1143,214
1144,1921
1145,8430
1146,5213
1147,5019
1148,801
1149,5597
1150,1247
1151,5169
1152,3124
1153,8160
1154,4013
1155,8203
1156,782
1157,3194
1158,7349
1159,8181
1160,1642
1161,8180
1162,7874
1163,4307
1164,4532
1165,1478
1166,6644
1167,5973
1168,8264
1169,1277
1170,2132
1171,9695
1172,465
1173,6209
1174,7507
1175,4047
1176,774
1177,1136
1178,3366
1179,6516
1180,4093
1181,9232
1182,658
1183,9522
1184,2274
1185,9145
1186,7942
1187,1820
1188,6722
1189,3018
1190,9323
1191,8829
1192,5957
1193,1190
1194,8978
1195,3419
1196,9367
1197,8930
1198,712
1199,1168
1200,9852
1201,7956
1202,1431
1203,4896
1204,6101
1205,5002
1206,3886
1207,6789
1208,4457
1209,4952
1210,1996
1211,2919
1212,4707
1213,3116
1214,5911
1215,3943
1216,4104
1217,4683
1218,7784
1219,3714
1220,7328
1221,1436
1222,5870
1223,3492
1224,5858
1225,3559
1226,4050
1227,1458
1228,388
1229,705
1230,8175
1231,7429
1232,9697
1233,5446
1234,6995
1235,7783
1236,7857
1237,2830
1238,508
1239,8609
1240,9944
1241,797
1242,7065
1243,1029
1244,1352
1245,2540
1246,9610
1247,7665
1248,4813
1249,1518
1250,1926
1251,2645
1252,3267
1253,7561
1254,4430
1255,3539
1256,6678
1257,5459
1258,3504
1259,5836
1260,6118
1261,8761
1262,5447
1263,6546
1264,8859
1265,7205
1266,76
1267,4459
1268,424
1269,532
1270,8161
1271,9297
1272,7374
1273,6214
1274,5612
1275,6351
1276,1428
1277,9194
1278,6910
1279,4126
1280,5268
1281,1036
1282,5663
1283,9404
1284,491
1285,8679
1286,5504
1287,8636
1288,7057
1289,5526
1290,1179
1291,3834
1292,2857
1293,9120
1294,1281
1295,6032
1296,8450
1297,7547
1298,3210
1299,6758
1300,7688
1301,9886
1302,6623
1303,3122
1304,3088
1305,429
1306,456
1307,7295
1308,7668
1309,9385
1310,5152
1311,8253
1312,8772
1313,9938
1314,1972
1315,4555
1316,6097
1317,2020
1318,8737
1319,5844
1320,7463
1321,1981
1322,7904
1323,5362
1324,4447
1325,2266
1326,6577
1327,5952
1328,7845
1329,9391
1330,8895
1331,8326
1332,1511
1333,973
1334,8081
1335,8528
1336,6744
1337,2571
1338,1924
1339,4095
1340,6304
1341,4009
1342,4617
1343,2715
1344,2741
1345,48
1346,5030
1347,6197
1348,9672
1349,1288
1350,3923
1351,9100
1352,1803
1353,2201
1354,882
1355,79
1356,9380
1357,4746
1358,307
1359,7522
1360,9768
1361,7462
1362,9790
1363,3831
1364,2682
1365,2563
1366,2323
1367,3637
1368,1821
1369,5907
1370,2839
1371,2242
1372,8248
1373,4688
1374,8901
1375,5210
1376,1263
1377,7646
1378,9200
1379,9415
1380,2418
1381,7053
1382,6153
1383,5093
1384,3402
1385,327
1386,9564
1387,7801
1388,7047
1389,9959
1390,4877
1391,7477
1392,1754
1393,2138
1394,7993
1395,2136
1396,1734
1397,8217
1398,853
1399,4788
1400,2719
1401,308
1402,8711
1403,8702
1404,83
1405,3489
1406,1496
1407,9535
1408,5068
1409,8133
1410,3520
1411,1891
1412,8454
1413,8718
1414,5595
1415,3308
1416,6876
1417,5760
1418,9178
1419,4779
1420,5549
1421,5230
1422,6227
1423,509
1424,3787
1425,7251
1426,6839
1427,2135
1428,8407
1429,4512
1430,7235
1431,8525
1432,3235
1433,1015
1434,9051
1435,6158
1436,632
1437,3483
1438,1837
1439,9918
1440,256
1441,4893
1442,376
1443,3154
1444,3553
1445,7593
1446,5496
1447,5754
1448,3021
1449,3814
1450,5901
1451,1001
1452,9250
1453,4373
1454,4880
1455,391
1456,480
1457,572
1458,7391
1459,8527
1460,9653
1461,3921
1462,2458
1463,9737
1464,785
1465,2750
1466,8838
1467,4621
1468,3397
1469,325
1470,3644
1471,6746
1472,3083
1473,2617
1474,1822
1475,4946
1476,221
1477,7126
1478,1626
1479,932
1480,9582
1481,7869
1482,8722
1483,9662
1484,8959
1485,5224
1486,7139
1487,7364
1488,9056
1489,1604
1490,947
1491,2170
1492,9884
1493,5719
1494,1928
1495,2308
1496,3386
1497,2155
1498,129
1499,5321
1500,4114
1501,6496
1502,8019
1503,8583
1504,3101
1505,8600
1506,8380
1507,9211
1508,8789
1509,6111
1510,405
1511,7024
1512,5426
1513,6191
1514,4666
1515,9673
1516,185
1517,2277
1518,1106
1519,1575
1520,2256
1521,7322
1522,6047
1523,555
1524,211
1525,2063
1526,7217
1527,941
1528,7069
1529,3621
1530,8570
1531,1161
1532,4594
1533,4865
1534,9649
1535,7791
1536,8079
1537,6167
1538,3920
1539,1259
1540,2113
1541,9553
1542,3639
1543,9554
1544,1533
1545,81
1546,51
1547,8883
1548,5530
1549,635
1550,8179
1551,5272
1552,2086
1553,6391
1554,7189
1555,8704
1556,7934
1557,4384
1558,7892
1559,6116
1560,966
1561,5873
1562,7415
1563,235
1564,2100
1565,6356
1566,9106
1567,5307
1568,4057
1569,5293
1570,9286
1571,1336
1572,4996
1573,6379
1574,905
1575,5410
1576,5869
1577,934
1578,2962
1579,7707
1580,838
1581,6229
1582,5226
1583,5634
1584,548
1585,3023
1586,7790
1587,9891
1588,4366
1589,9298
1590,5375
1591,7563
1592,7846
1593,4113
1594,5585
1595,4112
1596,5499
1597,3875
1598,6175
1599,5403
1600,4138
1601,9130
1602,3125
1603,6930
1604,6405
1605,6628
1606,5388
1607,7909
1608,5633
1609,6069
1610,2445
1611,2112
1612,8086
1613,5527
1614,9277
1615,4407
1616,2200
1617,8556
1618,1456
1619,7673
1620,9308
1621,6682
1622,8758
1623,6012
1624,9543
1625,153
1626,8591
1627,9645
1628,3835
1629,5252
1630,8692
1631,8471
1632,6491
1633,7273
1634,4956
1635,3166
1636,1961
1637,5200
1638,552
1639,6481
1640,4933
1641,6130
1642,4957
1643,4689
1644,7225
1645,3464
1646,1002
1647,5940
1648,2158
1649,6579
1650,203
1651,8970
1652,4423
1653,9341
1654,7824
1655,3622
1656,5731
1657,6484
1658,9136
1659,124
1660,3605
1661,9850
1662,1310
1663,2579
1664,4237
1665,1847
1666,3549
1667,4125
1668,2291
1669,6888
1670,1888
1671,7910
1672,9536
1673,2843
1674,337
1675,7237
1676,1023
1677,2902
1678,8986
1679,1590
1680,421
1681,3922
1682,9542
1683,6605
1684,4972
1685,723
1686,8387
1687,7398
1688,5429
1689,9848
1690,6255
1691,3572
1692,7070
1693,6984
1694,9408
1695,4139
1696,2167
1697,2203
1698,9430
1699,9641
1700,3513
1701,4130
1702,4589
1703,5736
1704,2329
1705,4710
1706,3871
1707,47
1708,8834
1709,6328
1710,3845
1711,8779
1712,1766
1713,9940
1714,4635
1715,4705
1716,4761
1717,4953
1718,5877
1719,2876
1720,1189
1721,292
1722,8427
1723,1877
1724,9532
1725,868
1726,3447
1727,2676
1728,6314
1729,5649
1730,6400
1731,3427
1732,6768
1733,4273
1734,2265
1735,4735
1736,6401
1737,3519
1738,5238
1739,867
1740,1548
1741,7204
1742,6751
1743,1809
1744,5917
1745,9745
1746,1830
1747,6894
1748,3889
1749,3884
1750,3498
1751,6593
1752,4461
1753,7644
1754,5938
1755,2326
1756,8980
1757,2198
1758,7362
1759,8584
1760,2678
1761,6052
1762,5516
1763,9892
1764,7441
1765,6034
1766,9562
1767,2766
1768,3785
1769,7574
1770,6377
1771,886
1772,2749
1773,5609
1774,2708
1775,861
1776,9841
1777,5305
1778,7552
1779,5539
1780,4695
1781,3387
1782,4908
1783,9781
1784,269
1785,2413
1786,5605
1787,7190
1788,4773
1789,9804
1790,6063
1791,6250
1792,25
1793,7342
1794,7871
1795,8154
1796,4127
1797,1504
1798,9168
1799,3703
1800,7880
1801,3557
1802,4429
1803,9067
1804,3555
1805,3952
1806,3164
1807,6326
1808,4421
1809,7675
1810,8627
1811,3729
1812,5077
1813,4362
1814,4012
1815,672
1816,4796
1817,813
1818,1329
1819,2934
1820,7290
1821,320
1822,5802
1823,5954
1824,5860
1825,5712
1826,4249
1827,8976
1828,2496
1829,7918
1830,2729
1831,2781
1832,5951
1833,2466
1834,9197
1835,2993
1836,8245
1837,6763
1838,8026
1839,1782
1840,1305
1841,7313
1842,7156
1843,8513
1844,2062
1845,9148
1846,2153
1847,3967
1848,8534
1849,3648
1850,2193
1851,8033
1852,874
1853,1254
1854,4264
1855,8393
1856,2013
1857,5889
1858,7271
1859,9970
1860,2784
1861,9166
1862,7844
1863,9847
1864,3034
1865,1558
1866,8340
1867,9856
1868,4091
1869,5111
1870,2293
1871,726
1872,9233
1873,7754
1874,3681
1875,4109
1876,6417
1877,2842
1878,7138
1879,9463
1880,7121
1881,3111
1882,1826
1883,5357
1884,5589
1885,4834
1886,489
1887,537
1888,8163
1889,6049
1890,5221
1891,9090
1892,1137
1893,3077
1894,7003
1895,779
1896,3663
1897,6397
1898,9190
1899,2098
1900,9060
1901,8146
1902,7652
1903,9405
1904,13
1905,2129
1906,1006
1907,5390
1908,3303
1909,8906
1910,6231
1911,8640
1912,8297
1913,5941
1914,823
1915,6067
1916,5648
1917,3905
1918,8569
1919,762
1920,8574
1921,7822
1922,3416
1923,8817
1924,4721
1925,12
1926,8495
1927,748
1928,300
1929,5819
1930,6993
1931,3257
1932,7459
1933,9267
1934,9146
1935,4255
1936,8157
1937,8916
1938,1743
1939,361
1940,9774
1941,2584
1942,910
1943,5003
1944,8596
1945,2555
1946,2099
1947,1585
1948,5616
1949,1723
1950,9140
1951,6331
1952,2491
1953,1794
1954,3511
1955,4572
1956,3662
1957,6341
1958,6656
1959,9607
1960,5730
1961,9724
1962,1432
1963,789
1964,8881
1965,4629
1966,4152
1967,9465
1968,4021
1969,5949
1970,6415
1971,5023
1972,8763
1973,5335
1974,524
1975,5547
1976,7091
1977,3084
1978,8020
1979,8229
1980,5144
1981,929
1982,5017
1983,8614
1984,3298
1985,7746
1986,4662
1987,9613
1988,3606
1989,5694
1990,7086
1991,9525
1992,5264
1993,5513
1994,2208
1995,9251
1996,5876
1997,3424
1998,530
1999,9209
2000,5396
2001,5353
2002,2421
2003,6902
2004,2150
2005,105
2006,8526
2007,8687
2008,4355
2009,8060
2010,5072
2011,2556
2012,8043
2013,9588
2014,8337
2015,6521
2016,4385
2017,6173
2018,3307
2019,2247
2020,860
2021,6460
2022,6207
2023,7609
2024,622
2025,4999
2026,8323
2027,5747
2028,2764
2029,4467
2030,4643
2031,7123
2032,3741
2033,8680
2034,5548
2035,8117
2036,7767
2037,2674
2038,8928
2039,4565
2040,7106
2041,5423
2042,9338
2043,6795
2044,5347
2045,8564
2046,8805
2047,9010
2048,2040
2049,8744
2050,4203
2051,3804
2052,1983
2053,2761
2054,5893
2055,9504
2056,7464
2057,9265
2058,4975
2059,9585
2060,600
2061,9374
2062,7585
2063,5746
2064,3367
2065,4762
2066,33
2067,3802
2068,3535
2069,895
2070,5399
2071,7405
2072,4196
2073,614
2074,6299
2075,1516
2076,5371
2077,7648
2078,9909
2079,6817
2080,1074
2081,78
2082,1459
2083,3698
2084,3560
2085,6398
2086,6257
2087,296
2088,7976
2089,7402
2090,5645
2091,4208
2092,5956
2093,4540
2094,2931
2095,9048
2096,4161
2097,4665
2098,4198
2099,7516
2100,162
2101,375
2102,349
2103,6947
2104,9926
2105,7714
2106,8637
2107,5696
2108,7272
2109,7023
2110,717
2111,7830
2112,7672
2113,1327
2114,8946
2115,1690
2116,8786
2117,3398
2118,1654
2119,8801
2120,5066
2121,7112
2122,2348
2123,3793
2124,894
2125,399
2126,5462
2127,4398
2128,8791
2129,6780
2130,311
2131,8902
2132,8263
2133,9003
2134,875
2135,2023
2136,6833
2137,6354
2138,6060
2139,6572
2140,2514
2141,6450
2142,2001
2143,3717
2144,5748
2145,5582
2146,8532
2147,2951
2148,7011
2149,483
2150,102
2151,6104
2152,6832
2153,7131
2154,5490
2155,9569
2156,5214
2157,6205
2158,9499
2159,1356
2160,7160
2161,4283
2162,3849
2163,45
2164,5260
2165,6767
2166,8815
2167,5239
2168,3120
2169,2450
2170,2058
2171,1255
2172,831
2173,7528
2174,7538
2175,9125
2176,4267
2177,5190
2178,2177
2179,7353
2180,2926
2181,5050
2182,3881
2183,3684
2184,2222
2185,2838
2186,659
2187,1170
2188,289
2189,1373
2190,6025
2191,8746
2192,7755
2193,4353
2194,7166
2195,139
2196,7085
2197,7530
2198,2275
2199,9501
2200,4409
2201,6121
2202,4046
2203,4241
2204,4251
2205,4610
2206,393
2207,6904
2208,4914
2209,1370
2210,1532
2211,824
2212,4017
2213,3931
2214,7742
2215,5480
2216,6380
2217,2437
2218,8324
2219,9161
2220,984
2221,3076
2222,2210
2223,6189
2224,6044
2225,6960
2226,3373
2227,2501
2228,1374
2229,1658
2230,1869
2231,8511
2232,2464
2233,7099
2234,9769
2235,6324
2236,5997
2237,6806
2238,7936
2239,9996
2240,2856
2241,1064
2242,8670
2243,9763
2244,8249
2245,3058
2246,4785
2247,7811
2248,6519
2249,1825
2250,206
2251,179
2252,6549
2253,1312
2254,7044
2255,216
2256,5689
2257,7896
2258,6585
2259,2846
2260,2861
2261,5778
2262,1976
2263,2489
2264,3304
2265,4135
2266,1831
2267,6823
2268,6574
2269,5708
2270,549
2271,2422
2272,1269
2273,5346
2274,9816
2275,9256
2276,5782
2277,4228
2278,7550
2279,7343
2280,459
2281,5537
2282,3837
2283,9071
2284,4685
2285,6277
2286,5540
2287,4068
2288,8166
2289,4436
2290,5653
2291,4620
2292,2294
2293,252
2294,4063
2295,8697
2296,5129
2297,2271
2298,8268
2299,2959
2300,1770
2301,1941
2302,4229
2303,2686
2304,6571
2305,6504
2306,9943
2307,4633
2308,7503
2309,3712
2310,8757
2311,8669
2312,8482
2313,9509
2314,6526
2315,6915
2316,2730
2317,8468
2318,9994
2319,7855
2320,6529
2321,87
2322,7623
2323,1968
2324,8363
2325,4559
2326,3983
2327,9845
2328,6867
2329,477
2330,9947
2331,2980
2332,4836
2333,293
2334,1308
2335,8149
2336,8940
2337,1241
2338,700
2339,2376
2340,1142
2341,6874
2342,279
2343,4722
2344,1588
2345,7497
2346,4661
2347,5414
2348,7456
2349,2439
2350,5992
2351,3340
2352,9687
2353,8804
2354,8409
2355,3770
2356,826
2357,864
2358,5159
2359,1894
2360,128
2361,3728
2362,1239
2363,3029
2364,7939
2365,9072
2366,6620
2367,7566
2368,1882
2369,8539
2370,7996
2371,6685
2372,6272
2373,8405
2374,9358
2375,8158
2376,9105
2377,1848
2378,9858
2379,2714
2380,4123
2381,5735
2382,6707
2383,1248
2384,9371
2385,6808
2386,6539
2387,5552
2388,9301
2389,4392
2390,3946
2391,7090
2392,8041
2393,4907
2394,1147
2395,6343
2396,7915
2397,8958
2398,6151
2399,9946
2400,1771
2401,1706
2402,9221
2403,107
2404,4525
2405,3822
2406,7569
2407,6487
2408,6672
2409,3552
2410,3102
2411,5659
2412,16
2413,644
2414,1576
2415,8193
2416,636
2417,3060
2418,7252
2419,8137
2420,7158
2421,6790
2422,5299
2423,6320
2424,8522
2425,2410
2426,6242
2427,5135
2428,5774
2429,651
2430,6548
2431,1893
2432,3919
2433,499
2434,6186
2435,7359
2436,1651
2437,3126
2438,1934
2439,1553
2440,6793
2441,637
2442,7180
2443,3626
2444,7733
2445,7472
2446,367
2447,9880
2448,8551
2449,4576
2450,395
2451,7061
2452,8316
2453,9668
2454,1257
2455,9890
2456,8557
2457,4767
2458,1596
2459,2824
2460,8810
2461,3771
2462,2932
2463,5656
2464,6024
2465,8477
2466,3027
2467,1301
2468,3579
2469,5768
2470,6313
2471,2812
2472,1639
2473,9413
2474,7245
2475,3138
2476,4701
2477,935
2478,5899
2479,5918
2480,4653
2481,3262
2482,5576
2483,6951
2484,2727
2485,2355
2486,8446
2487,2595
2488,5301
2489,6820
2490,2849
2491,8150
2492,2331
2493,6364
2494,8305
2495,8728
2496,8541
2497,737
2498,1772
2499,4360
2500,8162
2501,3403
2502,8239
2503,1158
2504,7729
2505,2711
2506,784
2507,2067
2508,4729
2509,1453
2510,9675
2511,1331
2512,6302
2513,7212
2514,2823
2515,3062
2516,8194
2517,4182
2518,7531
2519,9924
2520,6483
2521,2667
2522,8812
2523,8306
2524,6570
2525,845
2526,5816
2527,323
2528,5853
2529,7152
2530,6412
2531,7032
2532,5618
2533,3097
2534,1078
2535,753
2536,2213
2537,247
2538,5970
2539,8233
2540,6088
2541,926
2542,2009
