Rank,Card
467,6892
468,4957
469,2834
470,2046
471,568
472,9342
473,9037
474,9602
475,2032
476,2174
477,9138
478,8202
479,591
480,1501
481,2159
482,4900
483,2236
484,3027
485,8238
486,9754
487,3543
488,321
489,6668
490,5975
491,3371
492,5694
493,7179
494,3319
495,820
496,2479
497,9601
498,4375
499,1616
500,8012
501,1182
502,235
503,3907
504,8817
505,2440
506,4174
507,1810
508,4947
509,4816
510,6321
511,3196
512,5403
513,6292
514,3104
515,1614
516,3674
517,8452
518,5699
519,9956
520,4569
521,4191
522,7344
523,2649
524,8810
525,8901
526,1928
527,895
528,8330
529,4073
530,4393
531,8573
532,9231
533,484
534,4841
535,8175
536,4126
537,7961
538,4056
539,4709
540,1651
541,4898
542,5162
543,9917
544,6090
545,7240
546,4954
547,3515
548,6099
549,832
550,8480
551,8825
552,420
553,6809
554,7193
555,4010
556,5380
557,7762
558,7062
559,447
560,2924
561,9522
562,107
563,7680
564,6315
565,3737
566,2601
567,8920
568,566
569,5369
570,6426
571,4055
572,5286
573,8738
574,6874
575,9296
576,270
577,3425
578,9208
579,7549
580,4016
581,7537
582,6009
583,2023
584,66
585,9276
586,2001
587,9038
588,3325
589,7468
590,7748
591,4313
592,5285
593,2599
594,8492
595,2357
596,7756
597,9069
598,3118
599,7759
600,5668
601,8061
602,5874
603,6499
604,5968
605,3450
606,7858
607,9679
608,9460
609,8731
610,38
611,4510
612,4854
613,1309
614,8267
615,9908
616,243
617,4156
618,4886
619,7050
620,2466
621,6997
622,3588
623,6852
624,5061
625,4833
626,7445
627,825
628,9417
629,1288
630,5244
631,3989
632,2939
633,9937
634,3232
635,8994
636,2168
637,5519
638,6818
639,3357
640,2255
641,3145
642,2081
643,4656
644,7967
645,7479
646,443
647,1308
648,5518
649,6381
650,3661
651,9546
652,7267
653,7976
654,3006
655,8681
656,4727
657,3788
658,6796
659,7868
660,6147
661,6683
662,4511
663,4411
664,2722
665,1503
666,9314
667,2715
668,7939
669,4003
670,3589
671,7147
672,8903
673,9805
674,8064
675,2340
676,5036
677,5018
678,8553
679,830
680,5956
681,8846
682,8504
683,4060
684,3167
685,3009
686,3785
687,4197
688,2458
689,4673
690,3117
691,6487
692,2894
693,6560
694,8022
695,6247
696,255
697,1765
698,4997
699,297
700,6655
701,4059
702,7799
703,3124
704,2710
705,6998
706,7046
707,903
708,1022
709,7689
710,2213
711,4130
712,8826
713,1791
714,4629
715,2661
716,9899
717,2501
718,8593
719,9064
720,5398
721,5379
722,5472
723,9800
724,4701
725,715
726,153
727,6782
728,7913
729,6124
730,479
731,5093
732,8025
733,3938
734,2640
735,3747
736,7615
737,7044
738,5391
739,918
740,8422
741,7146
742,5991
743,84
744,7068
745,4684
746,7577
747,1180
748,7436
749,4837
750,2877
751,3052
752,7421
753,9219
754,5043
755,3193
756,1956
757,7774
758,705
759,6220
760,1011
761,3474
762,7218
763,8094
764,112
765,5523
766,5252
767,7526
768,1485
769,9674
770,1741
771,3242
772,1841
773,4825
774,8709
775,6978
776,1244
777,1259
778,6704
779,4960
780,5917
781,9794
782,1990
783,8203
784,8960
785,9795
786,2473
787,9104
788,6214
789,3430
790,3414
791,3218
792,2964
793,5948
794,5049
795,4049
796,3808
797,7399
798,4214
799,9179
800,8466
801,7631
802,4675
803,1634
804,1126
805,2873
806,5757
807,6138
808,3884
809,9976
810,232
811,8051
812,1837
813,3609
814,4283
815,8774
816,1279
817,227
818,8890
819,8529
820,1084
821,2702
822,4776
823,2962
824,8291
825,5517
826,8848
827,1157
828,8880
829,2237
830,9947
831,7355
832,4432
833,8347
834,668
835,2068
836,3675
837,5256
838,8942
839,7033
840,5776
841,5231
842,3645
843,1971
844,319
845,9416
846,7440
847,4999
848,6101
849,3333
850,8005
851,5591
852,5905
853,5916
854,6479
855,2231
856,1310
857,6377
858,8505
859,6325
860,3345
861,2286
862,574
863,4819
864,9659
865,2797
866,9269
867,3903
868,7001
869,6990
870,116
871,4365
872,7547
873,5114
874,3689
875,4136
876,8904
877,6491
878,5497
879,113
880,6261
881,8491
882,4860
883,9385
884,1317
885,5689
886,857
887,3148
888,348
889,1620
890,102
891,1562
892,8815
893,7687
894,7065
895,7
896,8803
897,928
898,6068
899,2907
900,2228
901,4657
902,4327
903,2329
904,3919
905,8256
906,5108
907,1458
908,3782
909,5374
910,6703
911,3655
912,8627
913,4403
914,8993
915,2156
916,2835
917,7842
918,3913
919,2610
920,2865
921,6037
922,1382
923,1540
924,5275
925,3256
926,6648
927,5190
928,2302
929,1042
930,1423
931,3923
932,8703
933,6983
934,501
935,5113
936,8931
937,5931
938,997
939,5378
940,3295
941,6477
942,7755
943,7029
944,1722
945,6367
946,3446
947,8951
948,8253
949,7406
950,6200
951,8550
952,6309
953,5410
954,1090
955,3631
956,6074
957,2413
958,5903
959,9046
960,5006
961,5046
962,5855
963,5096
964,4797
965,3001
966,6673
967,486
968,393
969,7292
970,7157
971,6269
972,4138
973,775
974,682
975,779
976,3287
977,111
978,3859
979,7104
980,823
981,377
982,6984
983,3566
984,1586
985,4827
986,7075
987,4262
988,869
989,7389
990,5723
991,2627
992,8475
993,2491
994,1387
995,9663
996,7932
997,142
998,923
999,7381
1000,8486
1001,6256
1002,7165
1003,6319
1004,4713
1005,282
1006,435
1007,783
1008,9882
1009,9897
1010,1219
1011,8580
1012,6699
1013,2699
1014,7446
1015,7697
1016,3585
1017,239
1018,3326
1019,2708
1020,3447
1021,8868
1022,9924
1023,9147
1024,438
1025,4467
1026,4595
1027,6814
1028,9397
1029,9750
1030,6754
1031,8004
1032,9618
1033,8899
1034,5200
1035,5752
1036,371
1037,4286
1038,6248
1039,3465
1040,6778
1041,9482
1042,5778
1043,6028
1044,8366
1045,688
1046,7622
1047,8441
1048,7851
1049,8354
1050,6617
1051,892
1052,5412
1053,2324
1054,2885
1055,8288
1056,2244
1057,6694
1058,6599
1059,8572
1060,725
1061,5848
1062,180
1063,1714
1064,5901
1065,4616
1066,6461
1067,2659
1068,318
1069,6081
1070,9571
1071,1993
1072,3283
1073,1527
1074,1677
1075,675
1076,1531
1077,7313
1078,8710
1079,5654
1080,8050
1081,8213
1082,7873
1083,3014
1084,7560
1085,5638
1086,1010
1087,2966
1088,4364
1089,4664
1090,3647
1091,7889
1092,6444
1093,9569
1094,1697
1095,7989
1096,6454
1097,3676
1098,6681
1099,4360
1100,2850
1101,9243
1102,2311
1103,1009
1104,3463
1105,3610
1106,3549
1107,8607
1108,36
1109,3756
1110,5634
1111,8271
1112,2084
1113,601
1114,2304
1115,2586
1116,4647
1117,9773
1118,7856
1119,3853
1120,121
1121,9921
1122,2595
1123,2215
1124,6553
1125,6963
1126,4909
1127,1233
1128,9354
1129,4244
1130,9165
1131,1146
1132,7665
1133,9964
1134,1173
1135,3529
1136,4638
1137,7520
1138,5508
1139,6041
1140,625
1141,9409
1142,1064
1143,594
1144,3914
1145,7003
1146,3262
1147,2182
1148,8583
1149,2811
1150,9886
1151,5213
1152,8333
1153,679
1154,2147
1155,4253
1156,4524
1157,2457
1158,1832
1159,4063
1160,6836
1161,8328
1162,2729
1163,8820
1164,9298
1165,7052
1166,3046
1167,5586
1168,782
1169,5390
1170,7327
1171,7676
1172,6173
1173,2175
1174,2262
1175,3821
1176,9876
1177,9762
1178,1183
1179,5059
1180,8009
1181,337
1182,6373
1183,6089
1184,296
1185,1174
1186,4875
1187,5347
1188,1331
1189,7801
1190,3158
1191,6970
1192,8396
1193,2579
1194,2515
1195,98
1196,1909
1197,8726
1198,1897
1199,3096
1200,9783
1201,514
1202,3437
1203,3987
1204,3100
1205,5273
1206,7910
1207,6305
1208,2748
1209,1177
1210,1850
1211,3130
1212,4112
1213,7699
1214,567
1215,5809
1216,7031
1217,1318
1218,5465
1219,2430
1220,3959
1221,4144
1222,1771
1223,6190
1224,4614
1225,4145
1226,7983
1227,5793
1228,8414
1229,3644
1230,9052
1231,1597
1232,5081
1233,9352
1234,5982
1235,2374
1236,8403
1237,390
1238,5828
1239,2164
1240,7329
1241,3860
1242,7770
1243,6731
1244,4005
1245,4436
1246,5832
1247,286
1248,1273
1249,9050
1250,1643
1251,530
1252,1666
1253,4267
1254,2467
1255,2481
1256,2876
1257,8871
1258,6339
1259,4574
1260,964
1261,2953
1262,5584
1263,6290
1264,6909
1265,4164
1266,6976
1267,448
1268,9929
1269,7244
1270,2086
1271,1885
1272,5035
1273,798
1274,1367
1275,458
1276,3862
1277,1904
1278,1208
1279,9246
1280,1073
1281,8183
1282,2823
1283,5881
1284,4379
1285,5873
1286,2921
1287,9915
1288,9687
1289,1975
1290,1628
1291,7968
1292,7231
1293,1476
1294,5590
1295,5305
1296,6385
1297,7769
1298,3724
1299,3942
1300,3300
1301,7802
1302,2700
1303,8391
1304,5875
1305,4733
1306,876
1307,5204
1308,2226
1309,4356
1310,5979
1311,6395
1312,7009
1313,9615
1314,6113
1315,3282
1316,6563
1317,9333
1318,8822
1319,4476
1320,8835
1321,7167
1322,1875
1323,5912
1324,863
1325,9930
1326,2802
1327,3525
1328,7906
1329,6931
1330,9351
1331,7109
1332,491
1333,9282
1334,8974
1335,9831
1336,7716
1337,3729
1338,4163
1339,7494
1340,5307
1341,4339
1342,1187
1343,7034
1344,2901
1345,3712
1346,960
1347,8089
1348,7951
1349,2412
1350,4750
1351,5298
1352,7428
1353,7647
1354,8218
1355,6154
1356,9206
1357,5622
1358,9135
1359,7715
1360,6184
1361,2717
1362,2580
1363,2642
1364,141
1365,7668
1366,6433
1367,8692
1368,305
1369,9826
1370,4972
1371,608
1372,5456
1373,4590
1374,9348
1375,2389
1376,7373
1377,7998
1378,4619
1379,9228
1380,3825
1381,7933
1382,3182
1383,5214
1384,511
1385,9665
1386,4517
1387,8719
1388,4558
1389,1445
1390,6565
1391,9319
1392,665
1393,9407
1394,3698
1395,7348
1396,1991
1397,1381
1398,5402
1399,1569
1400,125
1401,7248
1402,2397
1403,6346
1404,1836
1405,4104
1406,8140
1407,451
1408,1739
1409,7744
1410,7648
1411,8616
1412,3550
1413,9340
1414,4599
1415,5870
1416,7070
1417,1456
1418,2040
1419,5235
1420,8816
1421,2555
1422,3197
1423,2566
1424,4440
1425,5470
1426,4259
1427,4128
1428,8358
1429,4775
1430,9230
1431,3527
1432,1583
1433,8091
1434,768
1435,6300
1436,6773
1437,9187
1438,3054
1439,1908
1440,8281
1441,7811
1442,6715
1443,6900
1444,2567
1445,9983
1446,216
1447,8945
1448,5820
1449,5082
1450,7225
1451,1131
1452,2017
1453,4298
1454,7650
1455,1920
1456,6682
1457,187
1458,5030
1459,1352
1460,7645
1461,2489
1462,8953
1463,855
1464,8204
1465,1346
1466,1441
1467,9901
1468,9733
1469,2480
1470,9297
1471,8410
1472,8129
1473,3624
1474,4759
1475,7938
1476,9181
1477,9749
1478,3
1479,8569
1480,5791
1481,1351
1482,881
1483,4493
1484,6318
1485,6898
1486,4767
1487,1391
1488,330
1489,8500
1490,1637
1491,3513
1492,1952
1493,8074
1494,4937
1495,1994
1496,3934
1497,8424
1498,2875
1499,9714
1500,1947
1501,7122
1502,3078
1503,4993
1504,1213
1505,6968
1506,4473
1507,9823
1508,2615
1509,1986
1510,5899
1511,4940
1512,4815
1513,541
1514,8662
1515,1000
1516,2380
1517,2158
1518,4927
1519,8489
1520,9693
1521,5547
1522,1734
1523,9747
1524,7763
1525,505
1526,6625
1527,831
1528,8146
1529,5698
1530,8571
1531,8964
1532,5827
1533,6663
1534,6926
1535,6462
1536,8451
1537,4410
1538,2990
1539,2709
1540,7730
1541,8067
1542,4402
1543,436
1544,4688
1545,96
1546,1356
1547,6023
1548,9708
1549,1241
1550,7714
1551,1559
1552,7138
1553,6185
1554,5813
1555,3246
1556,2721
1557,596
1558,7863
1559,3512
1560,6532
1561,8178
1562,8515
1563,2622
1564,9190
1565,8956
1566,733
1567,8205
1568,7965
1569,2460
1570,5865
1571,1137
1572,2422
1573,428
1574,5724
1575,8525
1576,8958
1577,2398
1578,3251
1579,306
1580,3921
1581,8671
1582,4853
1583,1684
1584,9777
1585,3499
1586,1766
1587,6000
1588,90
1589,6485
1590,3323
1591,991
1592,2612
1593,6063
1594,4149
1595,7517
1596,1895
1597,5995
1598,7043
1599,7835
1600,6665
1601,6684
1602,6364
1603,3940
1604,1511
1605,2827
1606,5665
1607,4649
1608,3528
1609,6762
1610,4845
1611,3584
1612,7246
1613,5274
1614,5048
1615,9578
1616,7825
1617,1745
1618,1459
1619,936
1620,8476
1621,1652
1622,3041
1623,9994
1624,4693
1625,2585
1626,5477
1627,5420
1628,8893
1629,3373
1630,6193
1631,2362
1632,5266
1633,7736
1634,5121
1635,4122
1636,7956
1637,6351
1638,3429
1639,7020
1640,9393
1641,8693
1642,3149
1643,7686
1644,4412
1645,8716
1646,3682
1647,8769
1648,8793
1649,254
1650,4140
1651,5529
1652,147
1653,3935
1654,3229
1655,2890
1656,2851
1657,4297
1658,6306
1659,6012
1660,3790
1661,2637
1662,6881
1663,6616
1664,8428
1665,4046
1666,2427
1667,9089
1668,7834
1669,8303
1670,8245
1671,2186
1672,4093
1673,1830
1674,9056
1675,1516
1676,520
1677,5759
1678,6726
1679,6664
1680,4257
1681,6297
1682,7016
1683,1896
1684,1917
1685,2428
1686,6567
1687,9427
1688,9049
1689,2008
1690,4243
1691,2327
1692,9500
1693,8586
1694,927
1695,1110
1696,423
1697,759
1698,7661
1699,9450
1700,6483
1701,7935
1702,2090
1703,653
1704,124
1705,5538
1706,8174
1707,5348
1708,7719
1709,9934
1710,678
1711,5094
1712,2527
1713,4714
1714,1960
1715,6960
1716,5682
1717,375
1718,6691
1719,1833
1720,1477
1721,8809
1722,9474
1723,6474
1724,3702
1725,9753
1726,7593
1727,2406
1728,1363
1729,6766
1730,5636
1731,616
1732,873
1733,3800
1734,8206
1735,8220
1736,7307
1737,8754
1738,8533
1739,762
1740,4984
1741,9078
1742,5992
1743,1729
1744,4597
1745,9485
1746,8961
1747,1612
1748,7490
1749,2184
1750,5209
1751,4964
1752,3353
1753,2752
1754,7987
1755,6717
1756,6335
1757,7026
1758,7555
1759,8725
1760,6517
1761,3623
1762,659
1763,7649
1764,9977
1765,620
1766,7133
1767,7131
1768,4332
1769,3143
1770,6641
1771,4087
1772,887
1773,9124
1774,3075
1775,7958
1776,6872
1777,2520
1778,2165
1779,9418
1780,7487
1781,890
1782,680
1783,9988
1784,5825
1785,9076
1786,6859
1787,3818
1788,9042
1789,2658
1790,3053
1791,6893
1792,7602
1793,4058
1794,2728
1795,789
1796,6535
1797,1811
1798,6724
1799,1092
1800,788
1801,1671
1802,2927
1803,8087
1804,93
1805,5624
1806,647
1807,4227
1808,4463
1809,9780
1810,8313
1811,4499
1812,8133
1813,1312
1814,8728
1815,5063
1816,1779
1817,6496
1818,5944
1819,4477
1820,9672
1821,6956
1822,2902
1823,2385
1824,8983
1825,1360
1826,3839
1827,8524
1828,1106
1829,2770
1830,4565
1831,8908
1832,1760
1833,750
1834,4157
1835,9913
1836,408
1837,9155
1838,3378
1839,2258
1840,4095
1841,19
1842,5491
1843,5533
1844,9487
1845,4052
1846,9535
1847,7496
1848,1515
1849,7887
1850,7589
1851,1783
1852,9041
1853,489
1854,515
1855,2978
1856,2281
1857,9751
1858,6856
1859,1424
1860,6666
1861,9669
1862,276
1863,3390
1864,8599
1865,9789
1866,4306
1867,6192
1868,6541
1869,2689
1870,8240
1871,8078
1872,5215
1873,2916
1874,8473
1875,9551
1876,2511
1877,5790
1878,9441
1879,158
1880,533
1881,4852
1882,4979
1883,1689
1884,6463
1885,4520
1886,7741
1887,1417
1888,5122
1889,6198
1890,8652
1891,2135
1892,3620
1893,9860
1894,64
1895,5135
1896,9980
1897,6629
1898,1035
1899,2668
1900,3042
1901,419
1902,1654
1903,1907
1904,4419
1905,6296
1906,1747
1907,3836
1908,8265
1909,3881
1910,9337
1911,4578
1912,5330
1913,8121
1914,1114
1915,1036
1916,9462
1917,2799
1918,4948
1919,7315
1920,9074
1921,4054
1922,5898
1923,3115
1924,2487
1925,5316
1926,1361
1927,5083
1928,5585
1929,1377
1930,7822
1931,5458
1932,5320
1933,581
1934,7803
1935,103
1936,5999
1937,8188
1938,386
1939,1881
1940,560
1941,7912
1942,300
1943,5
1944,134
1945,3107
1946,9609
1947,7386
1948,9787
1949,4930
1950,8785
1951,9270
1952,7041
1953,7603
1954,9827
1955,7155
1956,9007
1957,2160
1958,4291
1959,8564
1960,8072
1961,9918
1962,7207
1963,2347
1964,8044
1965,606
1966,4385
1967,56
1968,2059
1969,9258
1970,4634
1971,580
1972,7861
1973,7197
1974,3471
1975,5532
1976,6404
1977,784
1978,6788
1979,8415
1980,5557
1981,7190
1982,3332
1983,5687
1984,6631
1985,6121
1986,7775
1987,6920
1988,3439
1989,1963
1990,9889
1991,9267
1992,816
1993,9895
1994,7435
1995,1191
1996,9202
1997,6174
1998,6240
1999,3538
2000,9816
2001,2100
2002,4211
2003,9268
2004,8402
2005,6837
2006,2388
2007,9813
2008,5918
2009,35
2010,2714
2011,4068
2012,9105
2013,8461
2014,6634
2015,9098
2016,8419
2017,1129
2018,1638
2019,4871
2020,7795
2021,4135
2022,3166
2023,6017
2024,537
2025,3755
2026,3789
2027,3223
2028,6608
2029,4700
2030,9279
2031,7363
2032,5080
2033,1369
2034,1096
2035,1026
2036,4596
2037,3719
2038,7551
2039,4266
2040,1386
2041,1762
2042,7311
2043,9334
2044,314
2045,148
2046,8906
2047,2053
2048,3081
2049,8712
2050,5604
2051,6674
2052,6092
2053,4390
2054,6906
2055,6471
2056,8216
2057,5157
2058,7118
2059,3606
2060,9335
2061,6645
2062,4710
2063,7857
2064,6271
2065,8001
2066,4026
2067,8581
2068,7710
2069,2517
2070,4408
2071,5396
2072,7733
2073,3362
2074,9343
2075,7853
2076,7790
2077,1167
2078,3990
2079,7486
2080,7511
2081,8565
2082,7464
2083,6024
2084,3155
2085,4222
2086,7116
2087,387
2088,4892
2089,8928
2090,3165
2091,7162
2092,3650
2093,3381
2094,885
2095,3008
2096,490
2097,6618
2098,842
2099,7973
2100,2887
2101,6529
2102,8193
2103,4663
2104,1580
2105,4602
2106,2241
2107,8601
2108,2118
2109,4215
2110,4483
2111,8998
2112,2275
2113,2786
2114,1601
2115,9737
2116,2629
2117,5193
2118,8349
2119,660
2120,9424
2121,424
2122,8107
2123,9530
2124,8057
2125,2951
2126,4935
2127,4272
2128,9588
2129,1962
2130,2577
2131,4416
2132,8070
2133,1712
2134,1659
2135,7448
2136,3453
2137,4926
2138,1469
2139,5642
2140,1564
2141,9398
2142,9225
2143,5065
2144,7256
2145,8714
2146,1078
2147,2358
2148,3969
2149,4458
2150,1488
2151,6133
2152,3953
2153,4785
2154,6466
2155,4582
2156,1606
2157,2154
2158,9166
2159,8280
2160,9699
2161,4527
2162,6592
2163,2082
2164,5269
2165,1047
2166,9
2167,9242
2168,1249
2169,1842
2170,2605
2171,3770
2172,9380
2173,3393
2174,9645
2175,7362
2176,1116
2177,5635
2178,7353
2179,708
2180,8654
2181,313
2182,4282
2183,4438
2184,4637
2185,493
2186,7071
2187,4173
2188,5257
2189,6730
2190,4658
2191,5171
2192,2774
2193,2705
2194,6424
2195,4737
2196,9439
2197,1594
2198,595
2199,6161
2200,9690
2201,2141
2202,3019
2203,4612
2204,7879
2205,2806
2206,8865
2207,4690
2208,3343
2209,5373
2210,7837
2211,1314
2212,4132
2213,992
2214,5143
2215,552
2216,8449
2217,1728
2218,7761
2219,8891
2220,4366
2221,4391
2222,7787
2223,2971
2224,3347
2225,8046
2226,9904
2227,1277
2228,9324
2229,5697
2230,3844
2231,8272
2232,6736
2233,9440
2234,4051
2235,4369
2236,8646
2237,2712
2238,5017
2239,920
2240,2272
2241,4109
2242,6658
2243,7498
2244,7006
2245,2007
2246,2441
2247,774
2248,3224
2249,2171
2250,7588
2251,2146
2252,8400
2253,618
2254,6007
2255,2589
2256,6775
2257,7462
2258,5085
2259,2264
2260,8643
2261,8468
2262,4826
2263,263
2264,6650
2265,8758
2266,4210
2267,5392
2268,6352
2269,8965
2270,8355
2271,2653
2272,7573
2273,7309
2274,2425
2275,2251
2276,5191
2277,2369
2278,754
2279,4141
2280,3288
2281,7048
2282,7382
2283,2019
2284,365
2285,3261
2286,7418
2287,9437
2288,5042
2289,1450
2290,8812
2291,8095
2292,4587
2293,1910
2294,9281
2295,1406
2296,2881
2297,9080
2298,8416
2299,3488
2300,6866
2301,4450
2302,5154
2303,4192
2304,5683
2305,3348
2306,9085
2307,404
2308,3415
2309,9989
2310,6254
2311,6441
2312,5608
2313,2829
2314,3355
2315,4290
2316,5703
2317,8189
2318,2002
2319,3031
2320,6253
2321,1398
2322,5801
2323,9948
2324,1901
2325,2908
2326,1185
2327,6954
2328,2484
2329,4610
2330,4572
2331,573
2332,4296
2333,5789
2334,2208
2335,7126
2336,4907
2337,913
2338,3687
2339,5934
2340,7502
2341,2361
2342,3931
2343,7035
2344,1055
2345,8014
2346,9760
2347,5198
2348,2933
2349,9861
2350,1003
2351,3094
2352,9644
2353,1119
2354,5892
2355,6039
2356,6470
2357,1001
2358,9031
2359,8367
2360,6326
2361,4551
2362,7627
2363,2507
2364,6552
2365,196
2366,9720
2367,3781
2368,8346
2369,2607
2370,4703
2371,2553
2372,1499
2373,7685
2374,5897
2375,9111
2376,610
2377,3361
2378,7117
2379,7473
2380,8471
2381,6066
2382,1224
2383,6653
2384,9673
2385,9226
2386,7671
2387,926
2388,5262
2389,1280
2390,7630
2391,9113
2392,5888
2393,8708
2394,1058
2395,7626
2396,5176
2397,7172
2398,9875
2399,780
2400,2216
2401,5446
2402,529
2403,1778
2404,6237
2405,7269
2406,5481
2407,3034
2408,3705
2409,1980
2410,285
2411,8626
2412,1523
2413,2740
2414,9808
2415,6787
2416,9145
2417,5336
2418,3744
2419,4896
2420,7815
2421,1068
2422,6336
2423,5780
2424,9466
2425,9903
2426,3879
2427,2669
2428,6574
2429,5704
2430,8090
2431,1700
2432,2528
2433,1413
2434,1862
2435,4887
2436,4716
2437,6815
2438,6170
2439,2571
2440,6286
2441,2560
2442,5203
2443,6746
2444,7846
2445,6986
2446,4761
2447,9824
2448,4048
2449,9494
2450,4105
2451,8327
2452,4729
2453,4404
2454,1075
2455,1861
2456,3327
2457,4740
2458,8444
2459,3516
2460,3657
2461,9568
2462,6980
2463,6556
2464,9077
2465,6865
2466,5459
2467,233
2468,7405
2469,656
2470,9094
2471,3830
2472,326
2473,7721
2474,2621
2475,3871
2476,6116
2477,9539
2478,432
2479,9014
2480,3764
2481,802
2482,9332
2483,3951
2484,2991
2485,9689
2486,5839
2487,8811
2488,4851
2489,1234
2490,7492
2491,5835
2492,9746
2493,6005
2494,3858
2495,8992
2496,3771
2497,2833
2498,711
2499,667
2500,888
2501,240
2502,7836
2503,9123
2504,6734
2505,935
2506,1240
2507,5592
2508,911
2509,976
2510,6490
2511,5500
2512,4839
2513,1808
2514,9973
2515,3402
2516,8481
2517,2935
2518,7508
2519,100
2520,3995
2521,702
2522,2796
2523,9284
2524,4698
2525,7149
2526,122
2527,8301
2528,8181
2529,6262
2530,1368
2531,3087
2532,1497
2533,1681
2534,4766
2535,8257
2536,8254
2537,9680
2538,1664
2539,9758
2540,6644
